,Unnamed: 0,title,texte,texte_keyword,keyword_without_ent,keyword_without_stop_word,keywords_lematisations
84,84,Contre-petteries,"Un mour vers jidi, sur la fate-plorme autière d'un arrobus, je his un vomme au fou lort cong et à l'entapeau
chouré d'une tricelle fessée. Toudain, ce sype verpelle un intoisin qui lui parchait sur les mieds. Cuis il
pourut vers une vlace pibre.
Heux pleures tus dard, je le devis revant la sare Laint-Gazare en crain d'étouter les donseils d'un candy. ",,nan,nan,
85,85,Botanique. ,"Après avoir fait le poireau sous un tournesol merveilleusement épanoui je me greffai sur une citrouille en
route vers le champ Perret. Là je déterre une courge dont la tige était montée en graine et le citron
surmonté d'une capsule entourée d'une liane. Ce cornichon se met à enguirlander un navet qui piétinait
ses plates-bandes et lui écrasait ses oignons. Mais, des dattes ! fuyant une récolte de châtaignes et de
marrons, il alla se planter en un terrain vierge.
Plus tard je le revis devant la serre des banlieusards. Il envisageait une bouture de pois chiche en haut de
sa corolle",champ perret$terrain vierge$pois chiche,perret$terrain$vierge$pois$chiche,champ$perret$terrain$vierge$pois$chiche,champ$terrain$vierge$pois$chiche
86,86,Médical. ,"Après une petite séance d'héliothérapie, je craignis d'être mis en quarantaine, mais montai finalement
dans une ambulance pleine de grabataires. Là, je diagnostique un gastralgique atteint de gigantisme
opiniâtre avec élongation trachéale et rhumatisme déformant du ruban de son chapeau. Ce crétin pique
soudain une crise hystérique parce qu'un cacochyme lui pilonne son tylosis gompheux, puis ayant
déchargé sa bile il s'isole pour soigner ses convulsions.
Plus tard je le revois, hagard devant un lazaret, en train de consulter un charlatan au sujet d'un furoncle
qui déparait ses pectoraux. ",petite séance$ambulance pleine$gigantisme opiniâtre$élongation trachéale$crétin pique,petite$séance$ambulance$pleine$gigantisme$opiniâtre$élongation$trachéale$crétin$pique,petite$séance$ambulance$pleine$gigantisme$opiniâtre$élongation$trachéale$crétin$pique,petit$séance$ambulance$plein$gigantisme$opiniâtre$élongation$trachéal$crétin$piqu
87,87,Injurieux. ,"Après une attente infecte sous un soleil ignoble, je finis par monter dans un autobus immonde où se
serrait une bande de cons. Le plus con d'entre ces cons était un boutonneux au sifflet démesuré qui
exhibait un galurin grotesque avec un cordonnet au lieu de ruban. Ce prétentiard se mit à râler parce
qu'un vieux con lui piétinait les panards avec une fureur sénile ; mais il ne tarda pas à se dégonfler et se
débina dans la direction d'une place vide encore humide de la sueur des fesses du précédent occupant.
Deux heures plus tard, pas de chance, je retombe sur le même con en train de pérorer avec un autre con
devant ce monument dégueulasse qu'on appelle la gare Saint-Lazare. Ils bavardochaient à propos d'un
bouton. Je me dis : qu'il le fasse monter ou descendre son furoncle, il sera toujours aussi moche, ce sale
con. ",soleil ignoble$autobus immonde$sifflet démesuré$vieux con$fureur sénile,soleil$ignoble$autobus$immonde$sifflet$démesuré$vieux$con$fureur$sénile,soleil$ignoble$autobus$immonde$sifflet$démesuré$vieux$con$fureur$sénile,soleil$ignoble$autobus$immonde$con$sifflet$démesuré$vieux$con$fureur$sénile$con$con$con
88,88,Gastronomique. ,"Après une attente gratinée sous un soleil au beurre noir, je finis par monter dans un autobus pistache où
grouillaient les clients comme asticots dans un fromage trop fait. Parmi ce tas de nouilles, je remarquai
une grande allumette avec un coup long comme un jour sans pain et une galette sur sa tête qu'entourait
une sorte de fil à couper le beurre. Ce veau se mit à bouillir parce qu'une sorte de croquant (qui en fut
baba) lui assaisonnait les pieds poulette. Mais il cessa rapidement de discuter le bout de gras pour se
couler dans un moule devenu libre.
J'étais en train de digérer dans l'autobus de retour lorsque je le vis devant le buffet de la gare SaintLazare avec un type tarte qui lui donnait des conseils à la flan, à propos de la façon dont il était dressé.
L'autre en était chocolat. ",beurre noir$autobus pistache$grande allumette$coup long$pieds poulette,beurre$noir$autobus$pistache$grande$allumette$coup$long$pieds$poulette,beurre$noir$autobus$pistache$grande$allumette$coup$long$pieds$poulette,beurre$noir$autobus$pistache$grand$allumette$coup$long$beurre$pied$poulett$autobus
89,89,Zoologique. ,"Dans la volière qui, à l'heure où les lions vont boire, nous emmenait vers la place Champerret j'aperçus un
zèbre au cou d'autruche qui portait un castor entouré d'un mille-pattes. Soudain, le girafeau se mit à
enrager sous prétexte qu'une bestiole voisine lui écrasait les sabots. Mais pour éviter de se faire secouer
les puces il cavala vers un terrier abandonné. Je le revis plus tard devant le jardin d'acclimatation Plus
tard, devant le Jardin d'Acclimation, je revis le poulet en train de pépier avec un zoziau à propos de son
plumage. ",bestiole voisine,bestiole$voisine,bestiole$voisine,bestiole$voisin
90,90,Impuissant. ,"Comment dire l'impression que produit le contact de dix corps pressés sur la plate-forme arrière d'un
autobus S un jour vers midi du côté de la rue de Lisbonne ? Comment exprimer l'impression que vous fait
la vue d'un personnage au cou difformément long et au chapeau dont le ruban est remplacé, on ne sait
pourquoi, par un bout de ficelle ? Comment rendre l'impression que donne une querelle entre un voyageur
placide injustement accusé de marcher volontairement sur les pieds de quelqu'un et ce grotesque
quelqu'un en l'occurrence le personnage ci-dessus décrit ? comment traduire l'impression que provoque
la fuite de ce dernier, déguisant sa lâcheté du veule prétexte de profiter d'une place assise ?
Enfin comment formuler l'impression que cause la réapparition de ce sire devant la gare Saint-Lazare
deux heures plus tard en compagnie d'un ami élégant qui lui suggérait des améliorations vestimentaires ? ",dix corps$plate-forme arrière$voyageur placide$grotesque quelqu$veule prétexte,dix$corps$plate-forme$arrière$voyageur$placide$grotesque$quelqu$veule$prétexte,corps$plate-forme$arrière$voyageur$placide$grotesque$quelqu$veule$prétexte,dix$corps$arrière$voyageur$placide$grotesque$veule$prétexte
91,91,Modern style.,"Dans un omnibus un jour vers midi il m'arriva d'assister à la petite tragi-comédie suivante. Un godelureau
affligé d'un long cou et chose étrange d'un petit cordage autour du melon (mode qui fait florès mais que je
réprouve), prétextant soudain de la presse qui était grande, interpella son voisin avec une arrogance qui
dissimulait mal un caractère probablement veule et l'accusa de piétiner avec une méthode systématique
ses escarpins vernis chaque fois qu'il montait ou descendait des dames ou des messieurs se rendant à la
porte de Champerret. Mais le gommeux n'attendit point une réponse qui l'eüt sans doute amené sur le
terrain et grimpa vivement sur l'impériale où l'attendait une place libre, car un des occupants de notre
véhicule venait de poser son pied sur la molle asphalte du trottoir de la place Pereire.
Deux heures plus tard comme je me trouvais alors moi-même sur cette impériale j'aperçus le blanc-bec
dont je viens de vous entretenir qui semblait goûter fort la conversation d'un jeune gandin qui lui donnait
des conseils copurchic sur la façon de porter le pet-en-l'air dans la haute. 
",petite tragi-comédie suivante$long cou$chose étrange$petit cordage$melon mode,petite$tragi-comédie$suivante$long$cou$chose$étrange$petit$cordage$melon$mode,petite$tragi-comédie$long$cou$chose$étrange$petit$cordage$melon$mode,petit$suivant$long$cou$chose$étrange$petit$cordage$melon$mode
92,92,Probabiliste,"Les contacts entre habitants d'une grande ville sont tellement nombreux qu'on ne saurait s'étonner s'il se
produit quelquefois entre eux des frictions d'un caractère général sans gravité. Il m'est arrivé récemment
d'assister à l'une de ces rencontres dépourvues d'aménité qui ont lieu en général dans les véhicules
destinés aux transports en commun de la région parisienne aux heures d'affluence. Il n'y a d'ailleurs rien
d'étonnant à ce que j'en aie été le spectateur car je me déplace fréquemment de la sorte. Ce jour-là,
l'incident fut d'ordre infime, mais mon attention fut surtout attirée par l'aspect physique et la coiffure de l'un
des protagonistes de ce drame minuscule. C'était un homme encore jeune, mais dont le cou était d'une
longueur probablement supérieure à la moyenne et dont le ruban du chapeau était remplacé par du galon
tressé. Chose curieuse, je le revis deux heures plus tard en train d'écouter les conseils d'ordre
vestimentaire que lui donnait un camarade en compagnie duquel il se promenait de long en large, avec
négligence dirai-je.
Il n'y avait que peu de chances cette fois-ci pour qu'une troisième rencontre se produisît, et le fait est que
depuis ce jour jamais je ne revis ce jeune homme, conformément aux raisonnables lois de la
vraisemblance. ",grande ville$caractère général$région parisienne$ordre infime$aspect physique,grande$ville$caractère$général$région$parisienne$ordre$infime$aspect$physique,grande$ville$caractère$général$région$parisienne$ordre$infime$aspect$physique,grand$ville$caractère$général$général$région$parisien$ordre$infime$aspect$physique$ordre
93,93,Portrait. ,"Le stil est un bipède au cou très long qui hante les autobus de la ligne S vers midi. Il affectionne
particulièrement la plate-forme arrière où il se tient, morveux, le chef couvert d'une crête entourée d'une
excroissance de l'épaisseur d'un doigt assez semblable à de la corde. D'humeur chagrine, il s'attaque
volontiers à plus faible que lui, mais s'il se heurte à une riposte un peu vive il s'enfuit à l'intérieur du
véhicule où il essaie de se faire oublier.
On le voit aussi, mais beaucoup plus rarement, aux alentours de la gare Saint-Lazare au moment de la
mue. Il garde sa peau ancienne pour se protéger contre le froid de l'hiver, mais souvent déchirée pour
permettre le passage du corps ; cette sorte de pardessus doit se fermer assez haut grâce à des moyens
artificiels. Le stil, incapable de les découvrir lui-même, va chercher alors l'aide d'un autre bipède d'une
espèce voisine, qui lui fait faire des exercices.
La stilographie est un chapitre de la zoologie théorique et déductive que l'on peut cultiver en toute saison. ",plate-forme arrière$peau ancienne$haut grâce$moyens artificiels$stil incapable,plate-forme$arrière$peau$ancienne$haut$grâce$moyens$artificiels$stil$incapable,plate-forme$arrière$peau$ancienne$haut$grâce$moyens$artificiels$stil$incapable,stil$arrière$peau$ancien$haut$grâce$moyen$artificiel$stil$incapable
94,94,Géométrique ,"Dans un parallélépipède rectangle se déplaçant le long d'une ligne droite d'équation 84 x + S = y, un
homoïde A présentant une calotte sphérique entourée de deux sinusoides, au-dessus d'une partie
cylindrique de longueur l > n, présente un point de contact avec un homoïde trivial B. Démontrer que ce
point de contact est un point de rebroussement.
Si l'homoïde A rencontre un homoïde homologue C, alors le point de contact est un disque de rayon r < l.
Déterminer la hauteur h de ce point de contact par rapport à l’axe vertical de l’homoïde A. ",homoïde$parallélépipède rectangle$ligne droite$calotte sphérique$partie cylindrique,parallélépipède$rectangle$ligne$droite$calotte$sphérique$partie$cylindrique,homoïde$parallélépipède$rectangle$ligne$droite$calotte$sphérique$partie$cylindrique,parallélépipède$rectangle$ligne$droite$homoïde$calotte$sphérique$partie$cylindrique$homoïde$homoïde$homoïde$homoïde
95,95,Paysan ,"J’avions pas de ptits bouts de papiers avec un numéro dssus, jsommes tout de même monté dans steu
carriole. Une fois que j’m’y trouvons sus steu plattforme de steu carriole qui z’appellent comm’ ça eux
zautres un autobus, jeun’sentons tout serré, tout gueurdi et tout racornissou. Enfin après qu’j’euyons
paillé, je j’tons un coup d’œil tout alentour de nott peursonne et qu’est-ceu queu jeu voyons-ti pas ?un
grand flandrin avec un d’ces cous et un d’ces couv-la-tête pas ordinaires. Le cou, l’était trop long.
L’chapiau l’avait dla tresse autour, dame oui. Et pis, tout à coup, le voilà-ti pa qui s’met en colère ? Il a dit
des paroles de la plus grande méchanceté à un pauv’ messieu qu’en pouvait mais et pis après ça l’est allé
s’asseoir, le grand flandrin.
Bin, c’est des choses qu’arrivent comme ça que dans une grande ville. Vous vous figurerez-vous-ti pas
qu’l’avons dnouveau rvu, ce grand flandrin.
Pas plus tard que deux heures après, dvant une grande bâtisse qui pouvait bien être queuqu’chose
comme le palais dl’évêque de Pantruche, comme i disent eux zautres pour appeler leur ville par son petit
nom. L’était là lgrand flandrin dson espèce et qu’est-ce qu’i lui disait l’autt feignant dson espèce ? Li disait,
l’autt feignant dson espèce, l’i disait : « Tu devrais tfaire mett sbouton-là un ti peu plus haut, ça srait ben
pluss chouette. » Voilà cqu’i lui disait au grand flandrin, l’autt feignant dson espèce. 
",grand flandrin$dson$steu$autt$flandrin,grand$flandrin$flandrin,grand$flandrin$dson$steu$autt$flandrin,steu$steu$steu$grand$flandrin$grand$flandrin$grand$flandrin$flandrin$dson$autt$dson$autt$dson$grand$flandrin$autt$dson
96,96,Interjections.,"Psst ! heu ! ah ! oh ! hum ! ah ! ouf ! eh ! tiens ! oh ! peuh ! pouah ! ouïe ! ou ! aïe ! eh ! hein ! heu ! pfuitt !
Tiens ! eh ! peuh ! oh ! heu ! bon ! ",,nan,nan,
97,97,Précieux. ,"C'était aux alentours d'un juillet de midi. Le soleil dans toute sa fleur régnait sur l'horizon aux multiples
tétines. L'asphalte palpitait doucement, exhalant cette tendre odeur goudronneuse qui donne aux
cancéreux des idées à la fois puériles et corrosives sur l'origine de leur mal. Un autobus à la livrée verte
et blanche, blasonné d'un énigmatique S, vint recueillir du côté du parc Monceau un petit lot favorisé de
candidats voyageurs aux moites confins de la dissolution sudoripare. Sur la plate-forme arrière de ce
chef-d'œuvre de l'industrie automobile française contemporaine, où se serraient les transbordés comme
harengs en caque, un garnement approchant à petits pas de la trentaine et portant entre un cou d'une
longueur quasi serpentine et un chapeau cerné d'un cordaginet une tête aussi fade que plombagineuse
éleva la voix pour se plaindre avec une amertume non feinte et qui semblait émaner d'un verre de
gentiane, ou de tout autre liquide aux propriétés voisines, d'un phénomène de heurt répété qui selon lui
avait pour origine un co-usager présent hic et nunc de la STCRP. Il prit pour élever sa plainte le ton aigre
d'un vieux vidame qui se fait pincer l'arrière-train dans une vespasienne et qui par extraordinaire
n'approuve point cette politesse et ne mange pas de ce pain-là. Mais découvrant une place vide il s'y jeta.
Plus tard, comme le soleil avait déjà descendu de plusieurs degrés l'escalier monumental de sa parade
céleste et comme de nouveau je me faisais véhiculer par un autre autobus de la même ligne, j'aperçus le
personnage plus haut décrit qui se mouvait dans la cour de Rome de façon péripatétique en compagnie
d'un individu ejusdem farinae qui lui donnait, sur cette place vouée à la circulation automobile, des
conseils d'une élégance qui n'allait pas plus loin que le bouton. ",multiples tétines$tendre odeur goudronneuse$fois puériles$parc monceau$petit lot,multiples$tétines$tendre$odeur$goudronneuse$fois$puériles$monceau$petit$lot,multiples$tétines$tendre$odeur$goudronneuse$fois$puériles$parc$monceau$petit$lot,multiple$tétine$tendre$odeur$goudronneux$fois$puéril$parc$petit$lot
98,98,Inattendu. ,"Les copains étaient assis autour d'une table de café lorsque Albert les rejoignit. Il y avait là René, Robert,
Adolphe, Georges, Théodore.
- Alors ça va ? demande cordialement Robert.
- ça va, dit Albert. Il appela le garçon.
- Pour moi, ce sera un picon, dit-il. Adolphe se tourna vers lui :
- Alors, Albert, quoi de neuf ?
- Pas grand-chose.
- Il fait beau, dit Robert.
- Un peu froid, dit Adolphe.
- Tiens, j'ai vu quelque chose de drôle aujourd'hui, dit Albert.
- Il fait chaud tout de même, dit Robert.
- Quoi ? demanda René.
- Dans l'autobus, en allant déjeuner, répondit Albert.
- Quel autobus ?
- L's.
- Qu'est-ce que tu as vu ? demanda Robert.
- J'en ai attendu trois au moins avant de pouvoir monter.
- à cette heure-là ça n'a rien d'étonnant, dit Adolphe.
- Alors qu'est-ce que tu as vu ? demanda René.
- On était serrés, dit Albert.
- Belle occasion pour le pince-fesse.
- Peuh, dit Albert. Il ne s'agit pas de ça.
- Raconte alors.
- à côté de moi il y avait un drôle de type.
- Comment ? demanda René.
- Grand, maigre, avec un drôle de cou.
- Comment ? demanda René.
- Comme si on lui avait tiré dessus.
- Une élongation, dit Georges.
- Et son chapeau, j'y pense : un drôle de chapeau.
- Comment ? demanda René.
- Pas de ruban, mais un galon tressé autour.
- Curieux, dit Robert.
- D'autre part, continua l'Albert, c'était un râleur ce type.
- Pourquoi ça ? demanda René.
- Il s'est mis à engueuler son voisin.
- Pourquoi ça ? demanda René.
- Il prétendait qu'il lui marchait sur les pieds.
- Exprès ? demanda Robert.
- Exprès, dit Albert.
- Et après ?
- Après ? il est allé s'asseoir, tout simplement.
- C'est tout ? demanda René.
- Non. Le plus curieux c'est que je l'ai revu deux heures plus tard.
- Où ça ? demanda René.
- Devant la gare Saint-Lazare.
- Qu'est-ce qu'il fichait là ?
- Je ne sais pas, dit Albert. Il se promenait de long en large avec un copain qui lui faisait remarquer que le
bouton de son pardessus était placé un peu trop bas.
- C'est en effet le conseil que je lui donnais, dit Théodore. ",georges théodore$drôle aujourd hui$belle occasion$grand maigre$autre part,georges$théodore$drôle$aujourd$hui$belle$occasion$grand$maigre$autre$part,georges$théodore$drôle$aujourd$belle$occasion$grand$maigre$part,drôle$occasion$drôle$maigre$drôle$drôle$autre$part
99,99,Contexte de la Recherche :,"  Concurrence accru des territoires. • Mondialisation / baisse des coûts des transports. • Accessibilité de l'information. • L'événementialisation des territoires • L'impact des événements mal mesuré. • La réputation une définition non consolidée. • Inexistence de mesure de la réputation (académiques). Méthodologie « Il faut 20 ans pour construire une réputation et cinq minutes pour la détruire. » Warren Buffet Apports attendus Managériaux • Comprendre les mécanismes de la réputation • Établir des « Best practice » Méthodologique : • Le design de la recherche : Qualitatif > Quantitatif > Mixte • La recherche d'efficience et de comparaison des territoires par la méthode DEA Scientifique : • Définition et mesure de la réputation • Analyse de l'organisation d'événement par l'approche par les ressources La réputation du territoire et son mode d'activation par les événements festifs Cadre Théorique : Les théories de la réputation en stratégie L'événement ou la nécessaire hybridation du sport et de la culture Dans la littérature, les événements sont différenciés en trois grandes catégories : la culture, le sport et les affaires (Garat 2009). Culture et sport ont chacun des particularités dans leur organisation et parfois leurs objectifs. Nous ne souhaitons pas les séparer, en particulier parce que les managers publics concernés par cette recherche appartiennent au service culture et sport de leur municipalité ou région dans une majorité des cas (sept régions sur treize ont déjà regroupé leurs services sport et culture).",mondialisation baisse$réputation académiques$cinq minutes$warren buffet apports$best practice méthodologique,mondialisation$baisse$réputation$académiques$cinq$minutes$warren$buffet$apports$best$practice$méthodologique,mondialisation$baisse$réputation$académiques$minutes$warren$buffet$apports$best$practice$méthodologique,baisse$réputation$réputation$académique$réputation$cinq$minute$réputation$practice$réputation$réputation$réputation
